lead_id,lead_time,first_response_time,response_time_mins,lead_source,sales_rep,ordered
LEAD_007658,2025-11-17 13:31:06.318095,2025-11-17 13:37:58.868605,6.9,Walk-in,Rep_05,1
LEAD_009727,2025-11-17 13:33:01.769787,2025-11-17 18:35:42.882262,302.7,Third Party Lead,Rep_12,0
LEAD_009725,2025-11-17 13:37:24.006960,2025-11-17 14:07:21.678098,30.0,Website Form,Rep_07,0
LEAD_000261,2025-11-17 13:52:35.095347,2025-11-17 14:13:25.752194,20.8,Phone Call,Rep_03,0
LEAD_007178,2025-11-17 14:00:28.055191,2025-11-17 14:50:42.649990,50.2,Walk-in,Rep_08,0
LEAD_006634,2025-11-17 14:03:44.153739,2025-11-17 15:40:22.417588,96.6,Phone Call,Rep_08,0
LEAD_000091,2025-11-17 14:28:55.874484,2025-11-17 18:09:15.338470,220.3,Website Form,Rep_04,0
LEAD_005412,2025-11-17 14:32:05.283326,2025-11-17 15:09:49.361205,37.7,Website Form,Rep_09,0
LEAD_002045,2025-11-17 14:36:21.714829,2025-11-17 15:16:44.685037,40.4,Third Party Lead,Rep_06,1
LEAD_000700,2025-11-17 14:43:22.863243,2025-11-17 15:23:05.112088,39.7,Phone Call,Rep_09,0
LEAD_002511,2025-11-17 15:11:27.001870,2025-11-17 16:07:51.840960,56.4,Dealer Referral,Rep_05,0
LEAD_009069,2025-11-17 15:16:25.329784,2025-11-17 15:21:25.402935,5.0,Dealer Referral,Rep_07,0
LEAD_007748,2025-11-17 15:40:12.177283,2025-11-17 16:08:09.362374,28.0,Walk-in,Rep_04,0
LEAD_001115,2025-11-17 15:40:43.389468,2025-11-17 15:54:15.377347,13.5,Phone Call,Rep_06,0
LEAD_004444,2025-11-17 15:44:08.715511,2025-11-17 15:52:25.065645,8.3,Website Form,Rep_06,0
LEAD_008036,2025-11-17 15:44:10.502748,2025-11-17 18:14:14.513187,150.1,Dealer Referral,Rep_10,0
LEAD_000507,2025-11-17 15:45:23.676977,2025-11-17 18:22:54.989632,157.5,Third Party Lead,Rep_10,0
LEAD_008945,2025-11-17 15:48:46.896498,2025-11-17 16:00:35.495603,11.8,Website Form,Rep_10,0
LEAD_003087,2025-11-17 16:04:25.733865,2025-11-17 17:36:47.723934,92.4,Website Form,Rep_01,0
LEAD_002330,2025-11-17 16:06:22.363395,2025-11-17 16:25:59.307832,19.6,Dealer Referral,Rep_12,0
LEAD_000651,2025-11-17 16:11:39.529747,2025-11-17 16:36:42.346793,25.0,Dealer Referral,Rep_10,0
LEAD_006844,2025-11-17 16:14:14.302705,2025-11-17 17:40:04.938003,85.8,Dealer Referral,Rep_06,0
LEAD_005522,2025-11-17 16:17:05.959495,2025-11-17 22:07:52.977775,350.8,Phone Call,Rep_09,0
LEAD_007681,2025-11-17 16:24:12.532481,2025-11-17 17:14:55.272238,50.7,Third Party Lead,Rep_11,0
LEAD_002924,2025-11-17 16:27:03.319621,2025-11-17 16:59:08.098691,32.1,Website Form,Rep_07,0
LEAD_002487,2025-11-17 16:33:47.986177,2025-11-17 17:30:48.168237,57.0,Phone Call,Rep_09,0
LEAD_007582,2025-11-17 16:33:51.436967,2025-11-17 16:46:10.761158,12.3,Website Form,Rep_12,0
LEAD_000852,2025-11-17 16:43:39.268862,2025-11-17 18:58:38.234250,135.0,Walk-in,Rep_02,1
LEAD_005656,2025-11-17 16:47:33.228546,2025-11-17 18:47:46.298894,120.2,Website Form,Rep_11,0
LEAD_000549,2025-11-17 16:58:12.253032,2025-11-17 17:05:41.083121,7.5,Phone Call,Rep_03,0
LEAD_008457,2025-11-17 17:12:52.100897,2025-11-17 18:09:56.254999,57.1,Phone Call,Rep_06,0
LEAD_003780,2025-11-17 17:14:06.981307,2025-11-17 17:27:15.396612,13.1,Third Party Lead,Rep_10,0
LEAD_000746,2025-11-17 17:21:02.569601,2025-11-17 17:43:56.371804,22.9,Third Party Lead,Rep_03,1
LEAD_002075,2025-11-17 17:23:45.527101,2025-11-17 18:17:06.213380,53.3,Third Party Lead,Rep_11,0
LEAD_005505,2025-11-17 17:26:42.436992,2025-11-17 18:37:24.418174,70.7,Website Form,Rep_04,0
LEAD_008337,2025-11-17 17:35:53.103939,2025-11-17 17:58:03.386020,22.2,Third Party Lead,Rep_12,0
LEAD_007516,2025-11-17 17:36:21.943765,2025-11-17 18:46:31.600182,70.2,Third Party Lead,Rep_03,0
LEAD_003169,2025-11-17 17:38:58.512187,2025-11-17 18:37:48.784167,58.8,Walk-in,Rep_11,1
LEAD_004404,2025-11-17 17:41:12.166373,2025-11-17 17:44:34.341456,3.4,Website Form,Rep_10,0
LEAD_006647,2025-11-17 18:04:05.445774,2025-11-17 19:31:43.406499,87.6,Third Party Lead,Rep_03,0
LEAD_007088,2025-11-17 18:04:36.577062,2025-11-17 18:14:22.900520,9.8,Phone Call,Rep_08,0
LEAD_006100,2025-11-17 18:11:46.977462,2025-11-17 18:24:56.898311,13.2,Third Party Lead,Rep_05,0
LEAD_005007,2025-11-17 18:15:19.678438,2025-11-17 18:48:23.553146,33.1,Walk-in,Rep_02,1
LEAD_009762,2025-11-17 18:18:16.224023,2025-11-17 18:59:50.606011,41.6,Website Form,Rep_07,0
LEAD_008516,2025-11-17 18:20:38.907810,2025-11-17 18:33:07.182837,12.5,Website Form,Rep_07,0
LEAD_003659,2025-11-17 18:23:47.695206,2025-11-17 20:28:27.662871,124.7,Phone Call,Rep_02,0
LEAD_005580,2025-11-17 18:31:25.753459,2025-11-17 21:40:56.574181,189.5,Website Form,Rep_10,0
LEAD_001273,2025-11-17 18:36:34.559429,2025-11-17 19:16:42.614610,40.1,Walk-in,Rep_05,0
LEAD_000934,2025-11-17 18:45:34.204729,2025-11-17 18:52:43.574978,7.2,Phone Call,Rep_06,0
LEAD_006122,2025-11-17 19:09:40.743345,2025-11-17 19:25:08.219044,15.5,Website Form,Rep_02,0
LEAD_003796,2025-11-17 19:11:18.776580,2025-11-17 19:42:34.691760,31.3,Walk-in,Rep_11,1
LEAD_005304,2025-11-17 19:18:46.901826,2025-11-17 21:59:49.933290,161.1,Third Party Lead,Rep_12,0
LEAD_006345,2025-11-17 19:25:34.862332,2025-11-17 19:28:38.922309,3.1,Website Form,Rep_10,0
LEAD_008530,2025-11-17 19:37:09.330122,2025-11-17 20:22:58.440909,45.8,Phone Call,Rep_02,1
LEAD_002517,2025-11-17 19:40:41.154712,2025-11-17 21:09:35.129642,88.9,Dealer Referral,Rep_10,0
LEAD_008091,2025-11-17 19:49:23.442249,2025-11-17 20:16:00.652596,26.6,Third Party Lead,Rep_02,0
LEAD_004642,2025-11-17 19:51:35.447229,2025-11-17 20:08:16.192789,16.7,Website Form,Rep_09,1
LEAD_004519,2025-11-17 20:04:35.777646,2025-11-17 20:19:25.777815,14.8,Website Form,Rep_07,1
LEAD_003673,2025-11-17 20:05:04.501617,2025-11-17 20:20:48.354557,15.7,Walk-in,Rep_03,0
LEAD_003079,2025-11-17 20:09:44.027023,2025-11-17 21:03:43.615535,54.0,Website Form,Rep_01,0
LEAD_006903,2025-11-17 20:16:09.817705,2025-11-17 20:53:04.290619,36.9,Dealer Referral,Rep_06,0
LEAD_004883,2025-11-17 21:21:48.466058,2025-11-17 22:48:15.885571,86.5,Third Party Lead,Rep_08,0
LEAD_006603,2025-11-17 21:33:12.724747,2025-11-17 23:43:21.336697,130.1,Website Form,Rep_02,0
LEAD_000150,2025-11-17 21:37:10.549103,2025-11-17 21:45:58.469525,8.8,Website Form,Rep_09,0
LEAD_007407,2025-11-17 21:44:08.137184,2025-11-17 21:48:34.814006,4.4,Walk-in,Rep_10,0
LEAD_007724,2025-11-17 21:51:16.922611,2025-11-17 22:08:33.088986,17.3,Walk-in,Rep_03,0
LEAD_006380,2025-11-17 21:52:00.136563,2025-11-17 22:57:57.446103,66.0,Third Party Lead,Rep_02,0
LEAD_005298,2025-11-17 21:55:30.078644,2025-11-17 23:06:44.456380,71.2,Phone Call,Rep_04,1
LEAD_007385,2025-11-17 22:07:39.527431,2025-11-17 22:34:07.107449,26.5,Walk-in,Rep_01,0
LEAD_001904,2025-11-17 22:25:36.202590,2025-11-17 22:48:36.670656,23.0,Dealer Referral,Rep_06,0
LEAD_004265,2025-11-17 22:29:04.119924,2025-11-17 22:51:46.917318,22.7,Walk-in,Rep_08,0
LEAD_000905,2025-11-17 22:32:27.110941,2025-11-17 22:45:08.613039,12.7,Website Form,Rep_06,0
LEAD_008212,2025-11-17 22:40:53.605708,2025-11-17 22:55:01.064027,14.1,Walk-in,Rep_02,0
LEAD_000014,2025-11-17 23:01:13.304331,2025-11-18 00:24:16.421773,83.1,Website Form,Rep_11,0
LEAD_007168,2025-11-17 23:05:13.898542,2025-11-17 23:15:11.768844,10.0,Phone Call,Rep_07,0
LEAD_000404,2025-11-17 23:44:02.669586,2025-11-18 04:34:42.732313,290.7,Third Party Lead,Rep_01,0
LEAD_006769,2025-11-18 00:11:45.745884,2025-11-18 00:15:31.190474,3.8,Third Party Lead,Rep_12,0
LEAD_001130,2025-11-18 00:16:14.035089,2025-11-18 00:19:15.887046,3.0,Website Form,Rep_05,0
LEAD_002931,2025-11-18 00:17:58.234323,2025-11-18 00:32:47.891084,14.8,Phone Call,Rep_12,0
LEAD_002240,2025-11-18 00:24:02.829287,2025-11-18 00:44:54.945974,20.9,Website Form,Rep_12,1
LEAD_009905,2025-11-18 00:29:35.695072,2025-11-18 01:01:52.567168,32.3,Third Party Lead,Rep_07,1
LEAD_004517,2025-11-18 00:32:15.706320,2025-11-18 00:42:09.159405,9.9,Phone Call,Rep_01,0
LEAD_001175,2025-11-18 00:41:39.200584,2025-11-18 01:38:02.897020,56.4,Phone Call,Rep_10,0
LEAD_002121,2025-11-18 00:41:53.498887,2025-11-18 01:23:08.107850,41.2,Third Party Lead,Rep_07,1
LEAD_005364,2025-11-18 00:42:43.134256,2025-11-18 02:29:53.549580,107.2,Walk-in,Rep_01,0
LEAD_009032,2025-11-18 00:51:08.160035,2025-11-18 00:56:36.195968,5.5,Walk-in,Rep_05,1
LEAD_006707,2025-11-18 01:06:56.187700,2025-11-18 02:42:21.592923,95.4,Third Party Lead,Rep_09,0
LEAD_002919,2025-11-18 01:14:50.442543,2025-11-18 01:49:25.536355,34.6,Website Form,Rep_05,0
LEAD_003015,2025-11-18 01:37:30.181395,2025-11-18 02:12:49.863496,35.3,Phone Call,Rep_11,0
LEAD_006357,2025-11-18 01:40:45.072443,2025-11-18 02:13:26.396928,32.7,Phone Call,Rep_09,0
LEAD_003011,2025-11-18 01:50:32.268495,2025-11-18 02:04:43.733959,14.2,Phone Call,Rep_02,0
LEAD_006409,2025-11-18 01:56:54.322317,2025-11-18 03:35:59.728632,99.1,Phone Call,Rep_02,0
LEAD_003755,2025-11-18 01:57:43.793177,2025-11-18 02:15:50.939939,18.1,Website Form,Rep_04,0
LEAD_008316,2025-11-18 02:08:46.636145,2025-11-18 02:46:46.614097,38.0,Website Form,Rep_03,0
LEAD_004401,2025-11-18 02:22:45.122710,2025-11-18 10:22:45.122710,480.0,Website Form,Rep_01,0
LEAD_004209,2025-11-18 02:24:05.093886,2025-11-18 02:46:38.869980,22.6,Dealer Referral,Rep_02,0
LEAD_009878,2025-11-18 02:43:51.922226,2025-11-18 03:14:33.732246,30.7,Website Form,Rep_03,0
LEAD_008018,2025-11-18 02:56:51.181451,2025-11-18 03:03:27.367396,6.6,Phone Call,Rep_10,0
LEAD_009030,2025-11-18 03:07:30.431407,2025-11-18 03:44:15.543886,36.8,Website Form,Rep_11,0
LEAD_009495,2025-11-18 03:09:59.828032,2025-11-18 03:47:16.088127,37.3,Phone Call,Rep_10,0
LEAD_005307,2025-11-18 03:10:36.893151,2025-11-18 03:44:25.341342,33.8,Phone Call,Rep_07,0
LEAD_009288,2025-11-18 03:18:04.946373,2025-11-18 05:16:07.490810,118.0,Third Party Lead,Rep_02,0
LEAD_005607,2025-11-18 03:19:16.640570,2025-11-18 03:29:07.459656,9.8,Third Party Lead,Rep_02,0
LEAD_007031,2025-11-18 03:25:54.264674,2025-11-18 03:43:57.183526,18.0,Walk-in,Rep_05,0
LEAD_003835,2025-11-18 03:26:56.937489,2025-11-18 03:49:29.763770,22.5,Phone Call,Rep_03,0
LEAD_005354,2025-11-18 03:32:37.741909,2025-11-18 04:25:07.796880,52.5,Phone Call,Rep_04,0
LEAD_006871,2025-11-18 03:42:55.914354,2025-11-18 03:51:20.057850,8.4,Phone Call,Rep_08,1
LEAD_006749,2025-11-18 03:47:59.067299,2025-11-18 04:15:25.687009,27.4,Third Party Lead,Rep_02,0
LEAD_006077,2025-11-18 03:53:37.918208,2025-11-18 05:22:09.545631,88.5,Website Form,Rep_12,0
LEAD_007477,2025-11-18 03:59:58.515561,2025-11-18 04:06:14.717472,6.3,Walk-in,Rep_03,1
LEAD_001500,2025-11-18 04:08:49.640837,2025-11-18 04:30:34.031206,21.7,Third Party Lead,Rep_11,0
LEAD_002728,2025-11-18 04:10:57.576475,2025-11-18 04:26:59.921489,16.0,Website Form,Rep_04,1
LEAD_005020,2025-11-18 04:21:46.465020,2025-11-18 04:46:15.559908,24.5,Third Party Lead,Rep_01,0
LEAD_002474,2025-11-18 04:22:43.110334,2025-11-18 04:25:13.386986,2.5,Walk-in,Rep_11,1
LEAD_008119,2025-11-18 04:26:51.688353,2025-11-18 04:36:12.721494,9.4,Website Form,Rep_10,0
LEAD_006478,2025-11-18 04:50:32.789448,2025-11-18 05:58:47.971720,68.3,Website Form,Rep_03,0
LEAD_005401,2025-11-18 04:52:12.829596,2025-11-18 05:04:52.766913,12.7,Website Form,Rep_10,0
LEAD_003953,2025-11-18 04:53:29.544851,2025-11-18 05:05:14.876347,11.8,Third Party Lead,Rep_02,0
LEAD_003875,2025-11-18 04:53:51.998322,2025-11-18 05:29:58.965266,36.1,Dealer Referral,Rep_11,1
LEAD_005915,2025-11-18 04:57:10.753156,2025-11-18 05:13:37.296996,16.4,Phone Call,Rep_05,0
LEAD_003877,2025-11-18 04:57:58.646466,2025-11-18 05:04:11.008663,6.2,Website Form,Rep_08,0
LEAD_002124,2025-11-18 05:03:03.835899,2025-11-18 06:16:09.216342,73.1,Website Form,Rep_09,0
LEAD_005899,2025-11-18 05:04:00.587347,2025-11-18 06:01:16.968036,57.3,Third Party Lead,Rep_03,0
LEAD_001652,2025-11-18 05:17:06.924160,2025-11-18 05:24:12.085914,7.1,Website Form,Rep_10,0
LEAD_001820,2025-11-18 05:23:51.082589,2025-11-18 05:54:01.482863,30.2,Website Form,Rep_07,0
LEAD_006667,2025-11-18 05:25:46.804976,2025-11-18 05:44:43.373708,18.9,Website Form,Rep_03,0
LEAD_008042,2025-11-18 05:48:43.442795,2025-11-18 07:20:48.507301,92.1,Website Form,Rep_02,0
LEAD_001413,2025-11-18 06:12:00.279738,2025-11-18 06:52:49.430761,40.8,Website Form,Rep_11,0
LEAD_000032,2025-11-18 06:15:51.056212,2025-11-18 06:40:18.660270,24.5,Website Form,Rep_01,0
LEAD_002702,2025-11-18 06:21:03.921579,2025-11-18 06:40:17.260854,19.2,Third Party Lead,Rep_07,0
LEAD_000584,2025-11-18 06:34:31.879792,2025-11-18 07:14:22.511161,39.8,Website Form,Rep_09,0
LEAD_000929,2025-11-18 06:36:57.332481,2025-11-18 09:09:24.074184,152.4,Phone Call,Rep_07,0
LEAD_000652,2025-11-18 06:37:48.838092,2025-11-18 06:51:46.066524,14.0,Phone Call,Rep_11,0
LEAD_005200,2025-11-18 07:08:52.298619,2025-11-18 08:06:52.644663,58.0,Website Form,Rep_08,0
LEAD_005659,2025-11-18 07:15:54.824736,2025-11-18 07:31:12.100194,15.3,Third Party Lead,Rep_12,0
LEAD_008126,2025-11-18 07:24:48.283881,2025-11-18 07:33:05.151305,8.3,Dealer Referral,Rep_12,0
LEAD_004622,2025-11-18 07:25:27.963089,2025-11-18 07:31:29.687702,6.0,Walk-in,Rep_07,1
LEAD_002497,2025-11-18 07:44:05.027042,2025-11-18 08:01:53.806261,17.8,Phone Call,Rep_05,0
LEAD_006562,2025-11-18 07:51:29.097980,2025-11-18 08:34:12.861749,42.7,Website Form,Rep_09,0
LEAD_007902,2025-11-18 07:54:42.469622,2025-11-18 08:27:51.515148,33.2,Website Form,Rep_01,0
LEAD_002249,2025-11-18 07:58:33.479368,2025-11-18 08:22:17.021982,23.7,Phone Call,Rep_04,0
LEAD_006055,2025-11-18 08:34:26.998664,2025-11-18 08:36:33.226878,2.1,Third Party Lead,Rep_04,0
LEAD_005420,2025-11-18 08:39:01.618072,2025-11-18 09:52:51.337842,73.8,Website Form,Rep_11,0
LEAD_007222,2025-11-18 08:40:43.909177,2025-11-18 10:39:51.314642,119.1,Website Form,Rep_08,0
LEAD_006721,2025-11-18 08:44:27.674376,2025-11-18 08:47:02.259144,2.6,Walk-in,Rep_08,0
LEAD_005858,2025-11-18 09:01:32.725540,2025-11-18 09:34:17.492677,32.7,Dealer Referral,Rep_07,0
LEAD_004674,2025-11-18 09:09:59.839432,2025-11-18 09:42:54.105490,32.9,Website Form,Rep_09,0
LEAD_006770,2025-11-18 09:13:32.299547,2025-11-18 10:08:11.522932,54.7,Website Form,Rep_10,0
LEAD_003760,2025-11-18 09:33:14.215803,2025-11-18 09:37:18.870876,4.1,Third Party Lead,Rep_07,0
LEAD_008045,2025-11-18 09:38:29.622074,2025-11-18 10:00:06.614198,21.6,Phone Call,Rep_12,0
LEAD_008980,2025-11-18 09:45:35.265506,2025-11-18 09:49:32.183263,3.9,Website Form,Rep_09,0
LEAD_008274,2025-11-18 09:45:45.211704,2025-11-18 10:06:32.713640,20.8,Phone Call,Rep_03,0
LEAD_004541,2025-11-18 09:46:24.947929,2025-11-18 09:52:45.985505,6.4,Website Form,Rep_10,0
LEAD_008092,2025-11-18 09:57:20.942409,2025-11-18 10:59:13.895004,61.9,Website Form,Rep_09,0
LEAD_004220,2025-11-18 10:06:00.065454,2025-11-18 10:47:30.649342,41.5,Website Form,Rep_03,0
LEAD_002381,2025-11-18 10:06:10.432827,2025-11-18 10:50:35.030213,44.4,Third Party Lead,Rep_06,0
LEAD_003027,2025-11-18 10:12:15.385908,2025-11-18 10:25:05.661903,12.8,Third Party Lead,Rep_07,0
LEAD_004225,2025-11-18 10:15:05.189599,2025-11-18 10:49:19.048077,34.2,Phone Call,Rep_03,0
LEAD_003466,2025-11-18 10:29:32.108354,2025-11-18 10:32:51.730734,3.3,Walk-in,Rep_12,0
LEAD_003716,2025-11-18 10:32:38.064198,2025-11-18 11:16:59.805125,44.4,Website Form,Rep_02,0
LEAD_002671,2025-11-18 10:33:49.362811,2025-11-18 14:07:40.631623,213.9,Phone Call,Rep_06,0
LEAD_008765,2025-11-18 10:44:03.017313,2025-11-18 12:02:20.919236,78.3,Website Form,Rep_11,0
LEAD_002427,2025-11-18 10:47:00.945016,2025-11-18 11:26:09.146766,39.1,Website Form,Rep_10,1
LEAD_001913,2025-11-18 10:49:30.955605,2025-11-18 11:08:18.836429,18.8,Third Party Lead,Rep_09,0
LEAD_004546,2025-11-18 10:59:17.527962,2025-11-18 18:59:17.527962,480.0,Third Party Lead,Rep_06,0
LEAD_001489,2025-11-18 11:04:54.386282,2025-11-18 11:07:21.160743,2.4,Website Form,Rep_07,0
LEAD_009853,2025-11-18 11:08:03.596137,2025-11-18 11:19:22.804862,11.3,Dealer Referral,Rep_07,0
LEAD_000997,2025-11-18 11:24:24.865023,2025-11-18 12:11:39.424236,47.2,Third Party Lead,Rep_07,0
LEAD_001736,2025-11-18 11:37:46.793399,2025-11-18 11:46:17.952299,8.5,Third Party Lead,Rep_01,0
LEAD_005359,2025-11-18 12:07:30.453707,2025-11-18 12:24:33.248021,17.0,Third Party Lead,Rep_04,0
LEAD_007280,2025-11-18 12:22:44.558333,2025-11-18 12:56:40.308770,33.9,Phone Call,Rep_05,0
LEAD_004123,2025-11-18 12:23:56.856727,2025-11-18 12:56:12.769101,32.3,Walk-in,Rep_06,0
LEAD_009454,2025-11-18 12:32:19.394813,2025-11-18 12:39:16.628784,7.0,Website Form,Rep_04,0
LEAD_002047,2025-11-18 12:40:13.725919,2025-11-18 13:35:37.791406,55.4,Dealer Referral,Rep_10,1
LEAD_006206,2025-11-18 13:00:24.284752,2025-11-18 13:07:28.311333,7.1,Third Party Lead,Rep_06,0
LEAD_008086,2025-11-18 13:02:04.197129,2025-11-18 13:52:43.829345,50.7,Walk-in,Rep_10,0
LEAD_004502,2025-11-18 13:15:17.952062,2025-11-18 13:59:46.148912,44.5,Phone Call,Rep_11,0
LEAD_007999,2025-11-18 13:15:44.908918,2025-11-18 14:11:55.775340,56.2,Third Party Lead,Rep_04,0
LEAD_003018,2025-11-18 13:15:59.600283,2025-11-18 17:34:54.923791,258.9,Website Form,Rep_04,0
LEAD_009246,2025-11-18 13:16:13.425582,2025-11-18 13:33:08.874482,16.9,Third Party Lead,Rep_04,0
LEAD_004534,2025-11-18 13:22:06.763644,2025-11-18 13:33:25.909582,11.3,Website Form,Rep_12,0
LEAD_002727,2025-11-18 13:24:39.970703,2025-11-18 13:27:37.080230,3.0,Dealer Referral,Rep_03,1
LEAD_005012,2025-11-18 13:35:09.063914,2025-11-18 13:42:21.219931,7.2,Walk-in,Rep_10,0
LEAD_008408,2025-11-18 13:53:00.791940,2025-11-18 15:48:54.165111,115.9,Website Form,Rep_12,0
LEAD_002478,2025-11-18 13:58:57.142349,2025-11-18 14:07:40.386269,8.7,Walk-in,Rep_08,0
LEAD_008110,2025-11-18 14:08:13.324205,2025-11-18 14:18:40.822175,10.5,Walk-in,Rep_01,0
LEAD_000591,2025-11-18 14:08:15.036912,2025-11-18 15:58:42.259265,110.5,Website Form,Rep_01,0
LEAD_003727,2025-11-18 14:10:50.340006,2025-11-18 14:31:50.186887,21.0,Dealer Referral,Rep_05,1
LEAD_001888,2025-11-18 14:11:26.322210,2025-11-18 14:17:21.227628,5.9,Website Form,Rep_07,0
LEAD_008967,2025-11-18 14:13:37.047556,2025-11-18 14:26:07.702768,12.5,Phone Call,Rep_02,0
LEAD_004804,2025-11-18 14:32:24.166263,2025-11-18 15:01:30.710819,29.1,Website Form,Rep_10,0
LEAD_006135,2025-11-18 14:34:08.755117,2025-11-18 14:45:22.477064,11.2,Dealer Referral,Rep_05,0
LEAD_003622,2025-11-18 15:00:13.783515,2025-11-18 16:13:13.794498,73.0,Website Form,Rep_04,0
LEAD_008003,2025-11-18 15:15:18.328652,2025-11-18 20:16:41.573264,301.4,Dealer Referral,Rep_03,0
LEAD_009055,2025-11-18 15:23:07.766385,2025-11-18 15:29:53.692880,6.8,Phone Call,Rep_12,0
LEAD_009639,2025-11-18 15:55:05.684734,2025-11-18 16:21:18.648313,26.2,Website Form,Rep_03,0
LEAD_005297,2025-11-18 15:59:33.003203,2025-11-18 16:42:43.744307,43.2,Phone Call,Rep_10,0
LEAD_001778,2025-11-18 16:15:14.132349,2025-11-18 17:05:37.026735,50.4,Website Form,Rep_02,0
LEAD_005465,2025-11-18 16:16:27.023649,2025-11-18 16:22:50.399783,6.4,Website Form,Rep_07,0
LEAD_002898,2025-11-18 16:21:16.669093,2025-11-18 16:45:33.661482,24.3,Website Form,Rep_05,0
LEAD_000221,2025-11-18 16:25:23.514674,2025-11-18 16:27:12.435858,1.8,Walk-in,Rep_07,0
LEAD_001150,2025-11-18 16:42:16.195976,2025-11-18 16:57:01.500185,14.8,Third Party Lead,Rep_02,0
LEAD_001777,2025-11-18 16:50:19.033442,2025-11-18 16:58:04.975744,7.8,Walk-in,Rep_08,1
LEAD_001263,2025-11-18 16:51:55.904769,2025-11-18 17:45:58.648236,54.0,Website Form,Rep_02,0
LEAD_009029,2025-11-18 17:06:48.505345,2025-11-18 17:15:18.258887,8.5,Third Party Lead,Rep_02,0
LEAD_003893,2025-11-18 17:16:05.155977,2025-11-18 17:44:15.275444,28.2,Walk-in,Rep_12,0
LEAD_009218,2025-11-18 17:29:29.379350,2025-11-18 18:40:30.192975,71.0,Third Party Lead,Rep_11,0
LEAD_002038,2025-11-18 17:31:26.072607,2025-11-18 18:23:41.283107,52.3,Website Form,Rep_12,0
LEAD_008232,2025-11-18 17:38:50.294591,2025-11-18 18:03:24.981394,24.6,Phone Call,Rep_10,0
LEAD_000653,2025-11-18 17:52:05.393394,2025-11-18 21:04:37.754050,192.5,Phone Call,Rep_04,0
LEAD_006407,2025-11-18 17:53:20.518050,2025-11-18 18:13:45.592510,20.4,Website Form,Rep_06,0
LEAD_007440,2025-11-18 17:59:03.742879,2025-11-18 18:01:25.630367,2.4,Website Form,Rep_11,0
LEAD_006117,2025-11-18 18:01:46.880491,2025-11-18 18:13:44.827799,12.0,Walk-in,Rep_03,0
LEAD_001493,2025-11-18 18:07:48.870958,2025-11-18 18:11:26.695087,3.6,Website Form,Rep_09,1
LEAD_000204,2025-11-18 18:11:59.655955,2025-11-18 22:22:55.270695,250.9,Third Party Lead,Rep_02,0
LEAD_005036,2025-11-18 18:15:32.411698,2025-11-18 20:50:48.339884,155.3,Website Form,Rep_02,0
LEAD_003677,2025-11-18 18:21:55.091992,2025-11-18 18:52:41.013385,30.8,Website Form,Rep_04,0
LEAD_006718,2025-11-18 18:31:39.465897,2025-11-18 19:48:04.013098,76.4,Website Form,Rep_01,0
LEAD_005092,2025-11-18 18:41:07.325595,2025-11-18 20:46:59.671578,125.9,Dealer Referral,Rep_04,0
LEAD_002093,2025-11-18 18:59:01.606896,2025-11-18 19:01:17.519018,2.3,Website Form,Rep_08,1
LEAD_007883,2025-11-18 19:06:49.453895,2025-11-18 19:12:14.103206,5.4,Phone Call,Rep_07,0
LEAD_001012,2025-11-18 19:08:02.077377,2025-11-18 20:10:48.169001,62.8,Third Party Lead,Rep_07,0
LEAD_005779,2025-11-18 19:17:54.724901,2025-11-18 19:52:57.946933,35.1,Third Party Lead,Rep_10,0
LEAD_003980,2025-11-18 19:51:11.548000,2025-11-18 20:02:31.159703,11.3,Website Form,Rep_05,0
LEAD_003810,2025-11-18 20:11:35.678740,2025-11-18 20:17:28.254329,5.9,Dealer Referral,Rep_04,0
LEAD_005123,2025-11-18 20:12:52.438624,2025-11-18 20:17:13.157305,4.3,Dealer Referral,Rep_08,0
LEAD_009897,2025-11-18 20:15:56.866111,2025-11-18 20:20:03.050538,4.1,Walk-in,Rep_03,0
LEAD_007974,2025-11-18 20:20:41.116101,2025-11-18 20:34:16.521253,13.6,Third Party Lead,Rep_04,0
LEAD_008282,2025-11-18 20:23:07.324996,2025-11-18 22:16:58.092277,113.8,Third Party Lead,Rep_06,0
LEAD_003632,2025-11-18 20:23:32.684185,2025-11-18 20:33:54.909964,10.4,Website Form,Rep_05,0
LEAD_006145,2025-11-18 20:37:13.459477,2025-11-18 20:46:58.126369,9.7,Walk-in,Rep_06,0
LEAD_007000,2025-11-18 20:40:13.586627,2025-11-18 20:55:02.451955,14.8,Phone Call,Rep_07,0
LEAD_007910,2025-11-18 20:48:19.294599,2025-11-18 21:04:00.349024,15.7,Phone Call,Rep_09,0
LEAD_001562,2025-11-18 21:17:57.839256,2025-11-18 21:45:54.773894,27.9,Website Form,Rep_01,0
LEAD_007245,2025-11-18 21:34:40.763875,2025-11-18 21:59:41.006771,25.0,Website Form,Rep_09,0
LEAD_006080,2025-11-18 21:44:29.243291,2025-11-18 22:21:52.820507,37.4,Website Form,Rep_02,0
LEAD_008934,2025-11-18 21:44:39.320687,2025-11-18 22:38:51.756621,54.2,Walk-in,Rep_09,0
LEAD_002804,2025-11-18 21:52:07.227825,2025-11-18 21:57:41.988665,5.6,Third Party Lead,Rep_12,0
LEAD_007056,2025-11-18 21:54:49.574177,2025-11-18 23:03:31.744518,68.7,Website Form,Rep_01,0
